indice_desenvolvimento_cidade,horas_formacao,anos_exp_num,genero_enc,experiencia_relevante_enc,inscricao_universidade_enc,nivel_educacao_enc,area_formacao_enc,tipo_empresa_enc,dimensao_empresa_enc,anos_desde_ultimo_emprego_enc,real,previsto_lr,previsto_arvore,previsto_rf,previsto_rf_opt
0.897,7,3.0,2,1,1,4,1,5,8,0,0,0,0,0,0
0.762,67,9.0,2,0,1,5,1,1,3,0,1,0,0,0,0
0.949,26,15.0,2,0,3,3,2,1,1,5,0,0,0,0,0
0.925,30,5.0,2,0,3,4,1,1,0,1,0,0,0,0,0
0.887,124,7.0,0,1,0,1,1,4,2,5,0,0,0,0,0
0.563,140,2.0,0,1,1,4,1,1,4,0,1,1,1,1,1
0.691,78,5.0,2,0,3,4,1,4,0,1,0,0,1,1,1
0.794,18,11.0,2,0,3,5,1,0,7,0,1,1,1,1,1
0.698,77,21.0,1,0,0,0,2,5,8,6,0,0,0,0,0
0.624,4,6.0,2,0,3,4,1,1,3,1,1,1,1,1,1
0.897,59,12.0,2,0,3,4,1,1,4,1,0,0,0,0,0
0.754,8,10.0,2,0,1,4,1,0,7,0,0,1,1,1,1
0.8270000000000001,11,4.0,0,0,3,5,1,1,4,0,0,0,0,0,0
0.926,11,21.0,0,1,3,5,1,0,7,5,0,0,0,0,0
0.624,119,2.0,2,1,0,3,2,0,7,6,1,1,1,1,1
0.804,99,6.0,0,0,0,3,2,0,7,0,0,0,0,1,1
0.92,15,9.0,2,1,0,4,1,1,7,6,1,1,0,0,0
0.92,31,7.0,2,0,3,4,1,1,3,6,0,0,0,0,0
0.92,206,7.0,2,1,0,3,2,0,7,0,0,0,0,0,0
0.92,33,21.0,0,0,3,4,1,1,0,0,0,0,0,0,0
0.91,72,9.0,0,1,3,4,4,1,4,0,0,0,0,0,0
0.893,210,18.0,1,0,3,3,2,1,5,5,0,0,0,0,0
0.887,64,7.0,2,1,0,5,1,4,8,1,0,0,0,0,0
0.926,27,19.0,2,0,0,5,1,1,4,3,0,0,0,0,0
0.92,23,17.0,2,0,3,4,4,1,1,0,0,0,0,0,0
0.913,64,21.0,2,0,3,4,1,1,2,5,0,0,0,0,0
0.926,19,8.0,0,1,0,5,1,4,2,5,0,0,0,0,0
0.915,24,11.0,0,1,0,4,1,0,7,4,0,1,1,1,1
0.698,7,4.0,2,1,1,4,1,0,7,1,1,1,1,1,1
0.897,24,7.0,2,1,3,5,1,5,0,0,0,0,0,0,0
0.91,20,21.0,2,0,3,5,1,1,5,3,0,0,0,0,0
0.92,34,4.0,2,1,0,4,1,0,7,0,1,1,1,1,1
0.923,15,5.0,0,0,3,4,1,0,7,5,0,1,1,1,1
0.624,14,6.0,0,0,3,4,1,1,1,0,1,0,1,1,1
0.92,31,4.0,2,0,3,4,1,1,3,0,0,0,0,0,0
0.722,74,5.0,2,0,0,4,1,1,4,0,1,0,0,0,0
0.624,47,5.0,2,0,3,4,1,1,4,0,0,1,1,1,1
0.624,328,3.0,2,0,1,4,1,1,0,1,1,0,1,1,1
0.804,28,21.0,2,0,3,1,1,4,1,5,1,0,0,0,0
0.92,12,2.0,0,0,3,4,1,1,4,0,0,0,0,0,0
0.92,28,21.0,2,0,3,5,1,1,1,0,0,0,0,0,0
0.92,55,7.0,1,0,3,4,1,4,2,0,0,0,0,0,0
0.91,39,21.0,2,0,3,5,1,1,3,1,0,0,0,0,0
0.91,8,7.0,2,0,3,4,4,1,0,0,0,0,0,0,0
0.893,17,8.0,2,0,3,5,1,1,3,6,0,0,0,0,0
0.92,65,21.0,2,0,3,4,3,1,2,0,0,0,0,0,0
0.624,104,9.0,0,1,3,4,1,0,8,0,1,0,1,1,1
0.92,65,21.0,0,0,3,4,1,1,1,3,0,0,0,0,0
0.866,40,5.0,1,0,0,4,1,1,7,6,1,1,0,1,1
0.897,133,8.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.8270000000000001,29,6.0,2,0,3,4,1,1,8,5,0,0,0,0,0
0.698,7,10.0,0,0,0,4,1,1,1,1,1,0,0,1,1
0.55,78,4.0,0,0,3,4,1,1,0,0,1,0,1,1,1
0.92,24,14.0,2,0,3,4,1,6,4,2,0,0,0,0,0
0.92,36,15.0,2,0,3,4,1,1,5,2,0,0,0,0,0
0.92,94,21.0,2,0,3,4,5,1,4,0,0,0,0,0,0
0.804,149,18.0,2,1,3,5,1,0,7,0,0,0,1,0,0
0.855,24,2.0,1,0,3,3,2,2,1,0,0,0,0,0,0
0.698,157,12.0,2,1,3,5,1,2,5,0,0,0,0,0,0
0.899,112,18.0,2,0,3,4,1,6,8,0,0,0,0,0,0
0.91,117,5.0,0,0,3,4,1,1,0,0,0,0,0,0,0
0.92,10,3.0,3,0,3,4,1,0,4,0,0,0,1,0,0
0.754,154,11.0,0,0,3,4,1,0,7,1,1,1,1,1,1
0.754,100,7.0,0,0,3,4,1,1,1,0,0,0,0,1,1
0.804,29,14.0,2,0,3,4,1,0,7,0,0,1,1,1,1
0.698,77,9.0,0,0,3,4,1,6,0,1,0,0,0,1,0
0.804,19,14.0,2,1,3,4,1,1,2,0,0,0,0,0,0
0.92,152,15.0,2,0,3,4,4,6,0,3,0,0,0,0,0
0.624,7,9.0,0,0,0,5,1,4,1,0,0,0,1,1,1
0.624,34,3.0,0,0,0,4,1,1,4,0,0,0,1,1,1
0.949,13,16.0,2,0,3,5,1,1,5,3,0,0,0,0,0
0.698,26,21.0,2,0,3,4,1,1,8,0,0,0,0,0,0
0.92,106,2.0,2,1,3,4,1,1,1,1,0,0,0,0,0
0.92,110,21.0,2,0,3,4,6,0,7,5,1,0,1,1,1
0.926,88,6.0,2,0,3,5,1,1,2,0,0,0,0,0,0
0.884,23,7.0,2,0,0,5,1,0,5,0,0,0,0,0,0
0.92,21,10.0,2,0,3,4,1,4,7,2,0,1,0,0,0
0.624,20,6.0,2,0,0,4,1,1,1,1,0,1,1,1,1
0.624,151,7.0,0,1,0,4,1,6,0,1,1,0,1,1,1
0.926,268,15.0,2,0,3,5,1,1,1,1,0,0,0,0,0
0.624,17,11.0,0,0,3,5,1,1,3,0,1,0,1,1,1
0.91,76,10.0,2,0,3,4,1,1,4,0,0,0,0,0,0
0.925,80,3.0,2,0,2,0,2,0,7,0,0,0,0,0,0
0.926,42,21.0,0,0,3,5,1,1,5,5,0,0,0,0,0
0.624,76,3.0,2,0,3,4,1,1,1,0,1,1,1,1,1
0.698,17,7.0,1,0,3,4,5,0,7,6,1,1,1,1,1
0.855,9,3.0,0,0,3,5,1,0,4,0,0,0,0,0,0
0.897,14,21.0,0,0,3,0,2,0,7,5,0,0,0,0,0
0.91,24,15.0,2,0,3,4,1,1,2,5,0,0,0,0,0
0.884,30,13.0,3,0,3,4,1,0,7,5,0,1,1,1,1
0.924,162,21.0,2,0,3,5,1,1,2,5,0,0,0,0,0
0.92,66,13.0,1,0,3,4,1,6,1,0,0,0,0,0,0
0.8270000000000001,10,5.0,0,0,0,3,2,0,8,6,0,0,0,0,0
0.91,24,6.0,2,0,3,4,1,1,0,0,0,0,0,0,0
0.624,78,3.0,2,0,3,4,1,6,1,1,1,1,1,1,1
0.92,65,16.0,2,0,3,4,1,6,0,0,0,0,0,0,0
0.624,40,7.0,0,0,3,5,1,5,8,0,0,0,1,1,1
0.939,40,2.0,2,1,3,4,1,1,3,0,0,0,0,0,0
0.804,38,11.0,2,0,3,4,1,1,6,1,0,0,0,0,0
0.55,27,6.0,2,0,3,4,1,1,0,1,1,1,1,1,1
0.92,74,3.0,2,0,3,4,5,1,8,1,0,0,0,0,0
0.738,56,9.0,2,1,3,4,1,4,1,2,0,1,0,0,0
0.92,52,4.0,0,0,3,4,1,1,4,2,0,0,0,0,0
0.7659999999999999,17,6.0,2,0,3,4,1,5,8,6,0,0,0,0,0
0.555,92,6.0,0,0,3,4,1,0,7,1,0,1,1,1,1
0.92,48,16.0,2,0,3,4,1,1,3,0,0,0,0,0,0
0.855,55,21.0,2,0,3,5,1,6,4,0,0,0,0,0,0
0.624,28,4.0,2,0,0,5,1,1,4,0,1,0,1,1,1
0.92,18,11.0,2,0,3,5,1,0,7,1,1,0,0,1,1
0.764,62,4.0,2,0,3,5,1,1,1,0,0,0,0,0,0
0.893,40,21.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.923,34,10.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.884,24,15.0,2,0,3,5,1,1,0,2,0,0,0,0,0
0.92,78,11.0,2,0,3,4,4,1,5,0,0,0,0,0,0
0.924,58,15.0,2,0,3,2,2,1,1,1,0,0,0,0,0
0.92,176,6.0,2,0,3,4,1,1,3,0,0,0,0,0,0
0.926,125,2.0,1,1,0,4,1,0,7,1,0,1,0,1,1
0.949,6,21.0,2,0,3,4,1,1,5,5,0,0,0,0,0
0.926,140,21.0,1,0,3,5,1,1,3,0,0,0,0,0,0
0.924,58,5.0,0,1,0,3,2,0,7,6,0,0,0,0,0
0.624,64,6.0,2,1,3,5,1,0,7,5,0,1,1,1,1
0.92,216,8.0,2,0,3,4,1,1,3,1,0,0,0,0,0
0.915,25,9.0,0,1,3,4,1,1,1,0,0,0,0,0,0
0.923,31,18.0,2,0,3,5,1,0,7,5,0,0,0,0,1
0.939,64,21.0,0,0,3,4,4,1,1,0,0,0,0,0,0
0.624,18,6.0,0,0,3,4,1,1,1,1,1,1,1,1,1
0.743,15,4.0,2,0,3,4,1,0,7,3,1,1,1,1,1
0.91,23,21.0,0,0,3,4,4,1,2,5,0,0,0,0,0
0.923,90,21.0,0,0,3,4,1,1,1,6,0,0,0,0,0
0.92,33,21.0,2,0,3,4,1,1,3,5,0,0,0,0,0
0.847,150,21.0,2,0,3,4,6,0,7,2,0,0,1,1,1
0.926,12,21.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.624,150,2.0,2,1,0,4,1,0,7,6,1,1,1,1,1
0.624,45,6.0,2,0,3,4,1,4,4,1,1,1,1,1,1
0.624,17,7.0,2,0,1,4,1,1,1,1,0,1,1,1,1
0.897,52,4.0,2,0,3,5,1,6,4,0,0,0,0,0,0
0.897,50,8.0,2,0,3,4,1,6,5,1,0,0,0,0,0
0.7759999999999999,28,3.0,2,0,3,3,2,1,4,0,0,0,0,0,0
0.624,109,7.0,2,0,3,4,1,1,4,0,0,1,1,1,1
0.897,5,16.0,0,0,3,1,1,6,8,4,0,0,0,0,0
0.92,45,21.0,2,0,3,5,1,1,1,5,0,0,0,0,0
0.887,20,7.0,2,0,3,4,1,1,4,3,0,0,0,0,0
0.624,46,1.0,0,1,3,2,2,0,7,6,0,1,1,1,1
0.855,39,21.0,2,0,3,5,1,0,7,5,1,0,0,0,0
0.92,31,8.0,2,0,3,4,1,2,1,0,0,0,0,0,0
0.624,30,3.0,2,0,0,5,1,1,1,2,0,1,1,1,1
0.92,20,21.0,0,0,3,5,1,0,7,5,0,0,0,1,1
0.92,14,7.0,1,0,3,4,1,0,7,1,0,1,1,1,1
0.624,17,6.0,0,1,3,3,2,0,7,5,1,1,1,1,1
0.7959999999999999,109,7.0,0,0,3,5,1,0,7,0,0,0,1,1,1
0.6890000000000001,194,7.0,2,0,2,4,1,2,0,0,0,0,1,1,1
0.89,19,13.0,0,0,3,4,1,1,8,5,0,0,0,0,0
0.698,9,21.0,2,0,3,5,1,1,0,5,0,0,0,0,0
0.6659999999999999,107,9.0,0,0,3,4,1,1,0,0,0,0,1,1,1
0.855,94,9.0,1,1,3,4,1,6,0,1,0,0,0,0,0
0.926,60,14.0,2,0,1,4,0,1,8,2,0,0,0,0,0
0.92,35,21.0,2,0,3,5,1,1,3,0,0,0,0,0,0
0.92,256,21.0,2,0,3,5,1,1,3,0,0,0,0,0,0
0.92,19,21.0,2,0,3,4,1,1,4,1,0,0,0,0,0
0.698,10,11.0,2,0,0,4,1,1,8,1,0,0,0,0,0
0.624,24,7.0,2,0,3,4,1,1,1,0,1,1,1,1,1
0.794,28,5.0,2,0,1,4,1,0,4,0,0,0,1,1,1
0.92,81,17.0,2,0,3,4,1,1,1,5,0,0,0,0,0
0.899,44,21.0,2,0,3,4,1,0,0,0,0,0,1,0,0
0.92,20,5.0,2,1,1,4,1,1,8,0,0,0,0,0,0
0.624,52,3.0,0,1,0,3,2,0,7,4,0,1,1,1,1
0.91,28,11.0,2,0,3,4,0,1,4,5,0,0,0,0,0
0.802,20,18.0,0,0,3,4,1,1,2,5,0,0,0,1,0
0.91,90,16.0,2,0,3,4,1,1,0,0,0,0,0,0,0
0.866,46,13.0,2,0,3,4,1,0,7,0,1,1,1,1,1
0.926,110,7.0,2,0,3,3,2,1,4,5,0,0,0,0,0
0.92,48,21.0,0,1,0,5,1,2,1,1,0,0,0,0,0
0.624,21,12.0,0,0,0,4,1,1,0,5,1,0,1,1,1
0.92,78,21.0,2,1,3,4,5,1,4,0,0,0,0,0,0
0.738,12,4.0,0,1,3,3,2,0,7,6,0,1,0,0,0
0.926,8,21.0,2,0,3,5,1,1,8,5,0,0,0,0,0
0.884,47,9.0,2,0,3,5,1,1,1,0,0,0,0,0,0
0.92,102,14.0,2,0,0,5,1,1,3,2,1,0,0,0,0
0.939,114,9.0,2,0,1,4,1,5,8,0,0,0,0,0,0
0.92,77,21.0,2,0,3,4,3,0,7,0,1,0,1,1,1
0.722,36,21.0,1,0,3,4,1,0,7,5,0,1,1,1,1
0.926,12,21.0,2,0,3,4,1,1,5,2,0,0,0,0,0
0.7959999999999999,41,6.0,2,1,0,3,2,0,7,6,0,0,0,0,0
0.738,91,12.0,2,0,0,4,1,0,7,3,1,1,1,1,1
0.8959999999999999,7,13.0,2,0,3,4,1,1,1,3,0,0,0,0,0
0.743,34,3.0,0,1,3,5,4,0,7,1,1,1,1,1,1
0.92,43,18.0,2,1,3,5,1,1,3,5,1,0,0,0,0
0.8270000000000001,24,5.0,0,1,1,4,4,0,7,3,0,1,1,1,1
0.92,8,17.0,2,0,3,4,1,6,1,0,0,0,0,0,0
0.767,17,7.0,0,0,0,4,1,0,4,4,0,0,1,1,1
0.836,56,9.0,2,0,0,4,4,1,1,0,0,0,0,0,0
0.91,112,9.0,2,0,3,5,1,0,1,0,0,0,0,0,0
0.762,51,4.0,0,1,3,4,1,0,7,6,1,1,1,1,1
0.804,92,9.0,0,1,0,5,1,1,1,5,0,0,0,0,0
0.913,9,21.0,1,0,3,4,1,0,1,0,0,0,1,0,0
0.742,7,10.0,0,0,1,4,1,1,1,0,0,0,0,1,1
0.624,30,6.0,0,0,0,4,1,1,2,1,0,1,1,1,1
0.926,96,1.0,2,1,1,5,3,6,1,0,0,0,0,0,0
0.926,5,21.0,2,0,3,5,1,1,3,0,0,0,0,0,0
0.836,130,9.0,2,0,0,3,2,1,4,1,0,0,0,0,0
0.769,86,9.0,2,0,3,5,1,1,0,0,0,0,0,0,0
0.767,24,9.0,2,1,0,5,1,2,1,5,1,0,0,0,0
0.924,15,21.0,2,0,3,4,1,1,4,5,0,0,0,0,0
0.924,45,9.0,2,0,3,4,1,4,3,1,0,0,0,0,0
0.92,152,18.0,2,0,3,4,1,1,0,5,1,0,0,0,0
0.926,8,16.0,2,0,0,5,1,4,6,1,0,0,0,0,0
0.939,30,21.0,2,1,3,4,1,1,6,0,0,0,0,0,0
0.92,42,2.0,0,0,3,4,3,0,7,0,1,0,1,1,1
0.624,129,17.0,2,0,0,5,1,1,3,0,1,0,1,1,1
0.855,107,21.0,2,0,3,5,1,1,3,0,0,0,0,0,0
0.92,156,1.0,0,1,1,2,2,1,3,6,0,0,0,0,0
0.855,25,4.0,2,0,0,4,1,1,4,0,0,0,0,0,0
0.624,35,3.0,0,1,0,3,2,0,7,0,1,1,1,1,1
0.92,50,21.0,2,0,3,4,1,0,7,0,0,0,1,1,1
0.624,39,2.0,0,0,3,5,1,1,0,0,1,0,1,1,1
0.92,67,11.0,2,0,3,4,1,0,7,0,0,0,1,1,1
0.926,120,21.0,0,0,3,5,1,0,7,6,0,0,0,0,0
0.89,30,3.0,2,0,0,4,1,1,1,0,0,0,0,0,0
0.91,140,2.0,0,1,3,3,2,0,7,6,0,0,0,0,0
0.923,25,2.0,2,1,0,4,1,1,1,0,0,0,0,0,0
0.884,58,6.0,2,0,3,4,1,1,5,0,1,0,0,0,0
0.939,130,21.0,2,0,3,5,1,0,7,0,0,0,0,0,0
0.624,28,8.0,2,1,1,5,1,1,2,0,0,1,1,1,1
0.698,44,3.0,2,1,3,4,1,0,8,0,0,0,1,1,1
0.897,37,3.0,0,1,0,4,2,0,7,6,0,1,1,1,1
0.92,80,2.0,2,1,3,4,1,0,7,6,0,1,1,1,1
0.624,24,7.0,2,0,1,5,1,6,4,0,1,0,1,1,1
0.897,11,8.0,2,1,3,5,1,1,0,0,0,0,0,0,0
0.924,100,6.0,2,0,3,4,1,1,2,1,0,0,0,0,0
0.624,163,12.0,2,0,3,4,1,1,5,5,1,1,1,1,1
0.899,69,12.0,2,0,0,4,1,1,3,1,0,0,0,0,0
0.855,43,10.0,2,0,1,3,2,4,2,0,0,0,0,0,0
0.691,15,16.0,0,0,3,4,4,0,7,2,0,1,1,1,1
0.624,22,4.0,0,0,3,5,1,0,0,0,0,0,1,1,1
0.92,92,21.0,2,0,3,3,2,1,4,5,0,0,0,0,0
0.493,29,5.0,0,1,3,4,1,0,7,0,0,1,1,1,1
0.92,83,21.0,0,0,3,4,1,0,7,5,1,0,1,1,1
0.92,3,16.0,2,0,3,4,0,1,4,5,0,0,0,0,0
0.527,44,7.0,2,1,0,3,2,0,7,0,1,1,1,1,1
0.91,65,6.0,2,0,3,4,1,1,4,0,0,0,0,0,0
0.92,7,15.0,0,0,3,4,1,1,0,0,1,0,0,0,0
0.4479999999999999,28,7.0,2,0,3,4,1,1,4,0,0,1,1,1,1
0.7659999999999999,73,7.0,2,0,3,4,1,6,8,0,0,0,0,0,0
0.91,125,6.0,2,0,3,4,1,1,5,2,0,0,0,0,0
0.802,141,6.0,2,0,1,4,1,1,2,0,0,0,0,0,0
0.926,2,21.0,0,0,3,5,1,1,6,0,0,0,0,0,0
0.91,32,5.0,2,1,0,4,1,0,7,6,0,1,1,1,1
0.767,102,21.0,0,0,3,3,2,1,4,4,0,0,0,0,0
0.855,39,21.0,2,0,3,4,1,0,3,0,1,0,1,0,0
0.624,74,4.0,0,0,3,4,1,0,7,0,1,1,1,1,1
0.92,154,5.0,0,0,3,4,5,0,4,1,0,0,1,0,0
0.55,74,5.0,2,0,3,4,1,1,4,0,1,1,1,1,1
0.698,70,1.0,2,1,3,4,1,0,2,0,1,1,1,1,1
0.887,72,4.0,0,1,3,3,2,0,7,0,1,0,0,0,0
0.91,48,3.0,2,1,3,2,2,0,7,6,0,0,0,0,0
0.91,10,12.0,2,0,3,4,3,1,1,3,0,0,0,0,0
0.647,113,6.0,2,0,3,4,3,1,4,0,0,0,1,1,1
0.91,326,15.0,0,0,3,4,1,5,0,0,0,0,0,0,0
0.926,11,7.0,2,0,3,4,1,1,1,2,1,0,0,0,0
0.804,51,15.0,2,0,3,4,1,1,2,0,0,0,0,0,0
0.926,70,14.0,3,0,3,3,2,6,4,3,0,0,0,0,0
0.939,69,12.0,3,0,3,4,1,0,7,0,0,0,0,0,0
0.855,110,9.0,2,1,0,3,2,0,7,0,0,0,0,0,0
0.926,16,21.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.893,25,15.0,2,0,3,3,2,1,4,0,0,0,0,0,0
0.926,26,16.0,2,0,3,5,1,1,3,5,0,0,0,0,0
0.913,9,15.0,2,0,3,4,1,1,8,2,1,0,0,0,0
0.884,43,4.0,2,0,0,4,1,1,0,1,0,0,0,0,0
0.92,112,21.0,1,0,3,5,1,6,1,1,1,0,0,0,0
0.698,4,5.0,2,1,0,3,2,0,7,0,0,1,0,0,0
0.698,70,9.0,2,0,3,5,1,0,7,0,0,1,1,1,1
0.926,46,4.0,2,1,2,3,2,0,7,6,0,0,0,0,0
0.92,81,5.0,2,0,3,4,1,0,0,3,0,0,1,0,0
0.754,41,9.0,0,0,0,3,2,0,7,5,0,0,0,1,1
0.698,12,16.0,0,1,0,5,1,0,7,1,0,1,1,1,1
0.92,14,5.0,2,0,0,4,1,1,1,1,0,0,0,0,0
0.83,116,11.0,2,0,3,5,1,6,0,1,0,0,0,0,0
0.92,20,9.0,2,1,3,3,2,0,7,6,0,0,0,0,0
0.92,21,21.0,2,0,3,4,1,1,5,3,0,0,0,0,0
0.926,62,11.0,2,0,3,5,1,1,4,1,0,0,0,0,0
0.91,50,12.0,2,0,3,4,0,1,0,0,0,0,0,0,0
0.91,94,21.0,2,0,3,4,1,4,3,5,0,0,0,0,0
0.895,11,21.0,2,0,3,4,1,1,0,1,0,0,0,0,0
0.924,43,21.0,0,0,3,4,1,0,7,5,0,0,1,1,1
0.516,21,11.0,0,0,3,4,1,1,1,0,0,1,1,1,1
0.794,11,9.0,2,0,3,4,1,1,5,1,0,0,0,0,0
0.895,164,15.0,2,0,3,4,5,1,0,6,0,0,0,0,0
0.624,68,13.0,0,0,2,5,1,0,7,0,1,1,1,1,1
0.92,15,4.0,2,1,3,2,2,0,7,6,0,0,0,0,0
0.727,282,10.0,2,0,3,4,1,1,1,1,1,0,0,0,0
0.624,316,2.0,2,0,3,4,1,1,4,1,0,1,1,1,1
0.92,57,21.0,2,0,3,4,1,1,3,5,0,0,0,0,0
0.624,61,21.0,0,0,3,4,1,0,7,0,0,1,1,1,1
0.92,31,2.0,0,1,1,4,1,4,4,1,0,0,0,0,0
0.802,34,3.0,2,1,3,5,3,1,2,0,0,0,0,0,0
0.92,70,9.0,0,0,3,5,1,0,7,4,0,0,0,1,1
0.913,42,13.0,0,0,0,4,1,1,4,0,0,0,0,0,0
0.92,109,9.0,0,0,3,4,1,0,7,0,0,0,1,1,1
0.91,28,21.0,2,0,3,4,1,3,2,5,0,0,0,0,0
0.624,11,4.0,0,0,3,4,6,1,4,3,0,1,1,1,1
0.91,164,8.0,2,0,3,4,1,6,1,0,0,0,0,0,0
0.913,30,10.0,2,0,3,3,2,1,0,3,0,0,0,0,0
0.92,81,8.0,1,0,3,4,4,1,4,1,0,0,0,0,0
0.92,28,7.0,2,0,3,4,1,1,8,0,0,0,0,0,0
0.624,72,21.0,0,0,3,5,6,1,2,0,1,0,1,0,1
0.92,62,11.0,2,0,3,4,1,0,7,2,0,1,1,1,1
0.743,46,11.0,2,0,1,5,1,1,1,1,0,0,0,0,0
0.624,20,5.0,2,0,0,4,5,1,1,0,0,0,1,1,1
0.624,51,11.0,1,0,3,4,1,1,3,0,1,1,1,1,1
0.624,42,7.0,0,0,3,4,1,5,4,0,1,1,1,1,1
0.92,90,21.0,2,0,3,4,1,1,3,3,0,0,0,0,0
0.624,59,10.0,2,0,3,4,1,1,3,0,1,1,1,1,1
0.8959999999999999,59,13.0,2,0,3,3,2,4,2,1,0,0,0,0,0
0.698,50,9.0,2,0,3,5,1,1,4,3,0,0,0,0,0
0.897,14,12.0,2,1,3,5,1,6,0,1,0,0,0,0,0
0.579,20,8.0,2,0,3,3,2,0,7,0,0,1,1,1,1
0.923,114,1.0,2,1,3,3,2,1,0,0,0,0,0,0,0
0.527,104,4.0,0,0,0,4,1,0,7,0,0,1,1,1,1
0.92,39,18.0,2,0,3,4,1,1,4,0,0,0,0,0,0
0.855,66,21.0,2,0,3,5,1,6,1,5,0,0,0,0,0
0.926,32,21.0,2,0,3,5,1,1,3,0,0,0,0,0,0
0.92,14,21.0,2,0,3,4,1,1,5,0,0,0,0,0,0
0.624,94,4.0,2,0,0,4,1,0,7,0,0,1,1,1,1
0.926,16,19.0,2,0,3,4,1,0,7,5,0,1,0,0,0
0.624,13,6.0,0,0,3,4,1,0,1,1,0,0,1,1,1
0.763,36,21.0,0,0,3,5,1,1,2,3,0,0,0,0,0
0.92,25,13.0,3,0,3,4,1,1,2,0,1,0,0,0,0
0.92,6,21.0,0,0,3,4,1,1,3,2,0,0,0,0,0
0.7959999999999999,25,11.0,2,0,3,4,1,1,1,5,0,0,0,0,0
0.804,206,21.0,2,0,3,1,1,1,1,5,0,0,0,0,0
0.925,111,21.0,2,0,3,2,2,0,7,1,0,0,0,0,0
0.91,28,15.0,2,0,3,4,1,1,4,5,0,0,0,0,0
0.926,28,9.0,2,1,0,4,1,0,7,0,0,1,0,0,0
0.624,26,12.0,2,0,3,5,1,6,8,1,0,1,1,0,0
0.924,32,16.0,2,0,3,4,1,1,2,1,0,0,0,0,0
0.92,4,21.0,2,0,3,4,1,1,5,5,0,0,0,0,0
0.926,118,6.0,2,0,1,4,1,0,7,0,0,0,0,0,0
0.68,6,7.0,0,0,3,4,1,1,8,5,0,0,1,1,1
0.926,100,10.0,1,0,3,4,1,1,3,5,0,0,0,0,0
0.939,50,15.0,2,0,3,4,1,0,7,5,1,1,0,0,0
0.8270000000000001,23,6.0,2,0,3,0,2,4,4,1,0,0,0,0,0
0.926,162,6.0,2,1,0,4,1,1,4,0,0,0,0,0,0
0.698,10,14.0,2,0,3,5,1,0,7,1,1,1,1,1,1
0.92,15,5.0,2,0,3,4,1,5,8,0,0,0,0,0,0
0.92,154,9.0,2,0,3,4,1,6,4,1,0,0,0,0,0
0.921,200,7.0,2,0,3,4,1,1,0,5,0,0,0,0,0
0.92,114,6.0,2,0,3,4,1,0,7,0,1,0,1,1,1
0.924,7,9.0,2,0,3,5,5,1,1,3,0,0,0,0,0
0.91,45,14.0,2,0,3,4,1,6,8,0,0,0,0,0,0
0.743,6,12.0,2,0,3,4,1,1,1,0,0,0,0,0,0
0.913,33,9.0,2,0,3,4,1,6,4,0,0,0,0,0,0
0.754,161,10.0,2,0,3,4,1,6,0,0,0,0,0,0,0
0.91,35,16.0,2,0,3,4,1,1,0,5,0,0,0,0,0
0.92,9,16.0,0,0,3,4,1,0,7,6,0,0,1,1,1
0.624,34,2.0,0,1,0,4,1,0,7,0,0,1,1,1,1
0.624,40,9.0,0,1,0,3,2,0,7,4,0,1,1,1,1
0.698,56,5.0,2,1,3,4,1,0,7,3,1,1,1,1,1
0.92,28,2.0,2,1,0,3,2,1,5,0,1,0,0,0,0
0.92,44,21.0,2,0,3,5,1,1,5,0,0,0,0,0,0
0.92,30,1.0,1,0,3,4,1,1,3,0,0,0,0,0,0
0.556,50,3.0,0,0,2,4,1,1,4,0,1,1,1,1,1
0.624,14,4.0,0,1,2,4,1,1,0,1,1,0,1,1,1
0.624,113,10.0,0,1,0,4,1,1,2,6,1,0,1,1,1
0.624,78,1.0,1,1,3,4,5,0,7,0,1,1,1,1,1
0.836,104,2.0,2,0,0,4,1,1,1,0,0,0,0,1,1
0.926,63,4.0,2,1,3,3,2,0,7,6,0,0,0,0,0
0.6659999999999999,5,10.0,0,0,3,4,1,1,4,1,0,1,1,1,1
0.754,22,21.0,0,0,3,4,1,4,7,3,0,1,0,0,0
0.915,44,7.0,2,1,3,4,3,1,4,0,0,0,0,0,0
0.624,86,3.0,1,1,0,4,1,1,4,2,0,1,1,1,1
0.743,118,2.0,2,1,3,0,2,0,7,6,0,0,0,0,0
0.789,18,19.0,0,0,3,4,1,1,3,5,1,0,0,1,1
0.91,12,3.0,2,0,0,5,1,2,3,0,0,0,0,0,0
0.698,42,9.0,2,0,1,4,1,0,7,0,0,1,1,1,1
0.903,18,21.0,2,0,3,4,4,1,8,5,0,0,0,0,0
0.92,74,21.0,2,0,3,4,1,1,1,5,0,0,0,0,0
0.91,29,2.0,1,0,3,5,1,2,1,0,0,0,0,0,0
0.762,83,4.0,0,1,3,4,1,0,2,1,0,0,1,1,1
0.926,44,13.0,1,1,3,5,1,4,5,5,0,0,0,0,0
0.92,91,21.0,2,0,3,4,1,6,8,0,0,0,0,0,0
0.691,20,10.0,2,0,3,5,1,0,7,1,0,1,1,1,1
0.926,18,7.0,2,1,0,3,2,0,7,0,0,0,0,0,0
