indice_desenvolvimento_cidade,horas_formacao,anos_exp_num,genero,experiencia_relevante,inscricao_universidade,nivel_educacao,area_formacao,tipo_empresa,dimensao_empresa,anos_desde_ultimo_emprego,target
0.624,50,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.926,63,14.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.887,50,21.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.92,39,5.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,Mais de 4 anos,0
0.91,34,5.0,Desconhecido,Sem experiência relevante,Não inscrito,Ensino Básico,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.767,84,15.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,3 anos,0
0.92,10,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Humanidades,Startup em fase inicial,Menos de 10,4 anos,0
0.802,136,9.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.897,54,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,3 anos,0
0.804,66,2.0,Desconhecido,Sem experiência relevante,Não inscrito,Ensino Básico,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.939,161,13.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,5000 a 9999,1 ano,0
0.91,33,11.0,Outro,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,1 ano,0
0.7659999999999999,40,5.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10000 ou mais,Nunca,0
0.939,218,19.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,0
0.804,64,15.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.624,112,4.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.92,34,9.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.949,127,6.0,Masculino,Sem experiência relevante,Não inscrito,Doutoramento,Humanidades,Setor público,1000 a 4999,Mais de 4 anos,0
0.924,39,1.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Empresa privada,50 a 99,1 ano,0
0.923,18,12.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,2 anos,0
0.92,29,4.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Outro,Desconhecido,10 a 49,1 ano,0
0.738,17,8.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,1 ano,1
0.7759999999999999,29,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Humanidades,Desconhecido,Desconhecido,4 anos,0
0.804,15,17.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.624,67,3.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,1
0.926,74,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,Mais de 4 anos,0
0.939,25,10.0,Masculino,Sem experiência relevante,Não inscrito,Desconhecido,Desconhecido,Empresa privada,Menos de 10,Mais de 4 anos,0
0.855,44,9.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,1
0.624,20,5.0,Feminino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Menos de 10,1 ano,1
0.762,33,10.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.913,46,8.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,100 a 500,4 anos,0
0.624,4,1.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.92,34,15.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,2 anos,0
0.624,36,2.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,0
0.8959999999999999,65,18.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Humanidades,ONG,5000 a 9999,3 anos,0
0.804,248,9.0,Masculino,Com experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,1
0.698,25,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,3 anos,0
0.92,5,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,1
0.698,36,21.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,Mais de 4 anos,0
0.762,3,9.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.527,264,2.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.924,8,5.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.624,10,5.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10 a 49,Desconhecido,1
0.91,102,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.698,130,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.884,80,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,0
0.55,22,17.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,1 ano,0
0.855,99,21.0,Masculino,Sem experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,Desconhecido,Mais de 4 anos,0
0.92,28,12.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,Artes,Empresa privada,50 a 99,3 anos,0
0.897,80,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.866,101,19.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,3 anos,1
0.926,6,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.8959999999999999,150,9.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Mestrado,Humanidades,Desconhecido,Desconhecido,1 ano,0
0.91,116,10.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Outro,Desconhecido,Desconhecido,Mais de 4 anos,0
0.855,158,4.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,50 a 99,3 anos,0
0.789,4,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.899,78,14.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,10000 ou mais,2 anos,0
0.624,14,2.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,1
0.878,60,6.0,Masculino,Sem experiência relevante,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,1 ano,0
0.92,52,6.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,Desconhecido,2 anos,1
0.92,90,19.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,0
0.878,50,21.0,Masculino,Com experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,2 anos,0
0.92,12,13.0,Masculino,Com experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,10000 ou mais,Mais de 4 anos,0
0.92,70,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.92,28,21.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,1
0.91,14,5.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Mestrado,Humanidades,Empresa privada,500 a 999,Mais de 4 anos,0
0.843,310,6.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.738,56,21.0,Masculino,Sem experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,1 ano,0
0.91,72,21.0,Desconhecido,Com experiência relevante,Desconhecido,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,4 anos,0
0.754,72,15.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.624,27,3.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,50 a 99,1 ano,0
0.802,23,18.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,1 ano,0
0.624,232,1.0,Desconhecido,Sem experiência relevante,Curso a tempo parcial,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.926,73,9.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,0
0.924,81,3.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,3 anos,0
0.55,78,4.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,1
0.91,144,4.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,1 ano,0
0.92,29,5.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,0
0.897,55,5.0,Desconhecido,Sem experiência relevante,Desconhecido,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Desconhecido,0
0.624,13,3.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10 a 49,2 anos,1
0.92,26,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,2 anos,0
0.884,174,2.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,Nunca,1
0.624,70,7.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,Nunca,1
0.91,50,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Empresa privada,Menos de 10,1 ano,0
0.926,19,5.0,Desconhecido,Sem experiência relevante,Não inscrito,Ensino Básico,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.698,83,3.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,10 a 49,1 ano,0
0.926,22,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,2 anos,0
0.624,46,1.0,Desconhecido,Sem experiência relevante,Não inscrito,Ensino Básico,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.91,130,2.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Sem especialização,Empresa privada,Menos de 10,1 ano,0
0.903,14,12.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.624,22,3.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,2 anos,0
0.866,23,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,1 ano,0
0.887,88,5.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,50 a 99,1 ano,0
0.91,68,5.0,Feminino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,0
0.691,26,3.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,100 a 500,2 anos,0
0.926,46,2.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.887,41,21.0,Masculino,Com experiência relevante,Curso a tempo parcial,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.92,29,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,Mais de 4 anos,0
0.92,6,18.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,2 anos,0
0.91,56,2.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.624,80,10.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,1 ano,1
0.92,44,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Mestrado,Humanidades,Desconhecido,Desconhecido,4 anos,1
0.92,4,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,100 a 500,1 ano,0
0.624,330,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,Mais de 4 anos,0
0.897,10,5.0,Outro,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10000 ou mais,1 ano,0
0.887,210,4.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,1 ano,0
0.92,42,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,0
0.8270000000000001,69,5.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.92,18,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.92,76,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,3 anos,0
0.89,39,16.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Outro,100 a 500,2 anos,0
0.7809999999999999,21,7.0,Feminino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.55,165,15.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,3 anos,1
0.926,19,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,1 ano,0
0.91,12,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,0
0.743,102,2.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Outro,Desconhecido,100 a 500,2 anos,0
0.624,7,1.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,Menos de 10,1 ano,1
0.624,11,6.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,Nunca,1
0.924,35,21.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,3 anos,0
0.624,134,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,1
0.939,78,7.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,1
0.92,24,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Artes,Empresa privada,50 a 99,4 anos,0
0.745,80,6.0,Masculino,Sem experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.921,21,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,3 anos,1
0.698,39,7.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.926,84,14.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,1 ano,0
0.92,156,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,1
0.899,32,4.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,1 ano,0
0.91,51,8.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,1 ano,0
0.893,46,4.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.897,100,9.0,Masculino,Com experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,1 ano,0
0.92,27,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,4 anos,0
0.624,14,9.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,1 ano,0
0.926,120,11.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,10 a 49,1 ano,0
0.55,116,1.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,1
0.804,37,9.0,Desconhecido,Sem experiência relevante,Desconhecido,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.92,53,10.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,2 anos,0
0.92,55,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,0
0.92,117,17.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.926,29,2.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,100 a 500,1 ano,0
0.884,18,18.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.926,3,8.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.742,44,21.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,10000 ou mais,Mais de 4 anos,0
0.754,31,10.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,1
0.92,7,16.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.91,23,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.878,25,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.926,254,9.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,4 anos,0
0.92,46,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,0
0.92,64,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,0
0.926,74,14.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,100 a 500,Mais de 4 anos,0
0.92,12,10.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,5000 a 9999,4 anos,0
0.624,45,3.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,1
0.92,18,3.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Humanidades,Startup financiada,50 a 99,1 ano,0
0.893,60,15.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,Mais de 4 anos,0
0.698,23,9.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,2 anos,1
0.897,52,7.0,Masculino,Sem experiência relevante,Não inscrito,Desconhecido,Desconhecido,Desconhecido,Desconhecido,2 anos,0
0.924,12,21.0,Desconhecido,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,1
0.92,30,2.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Gestão e Negócios,Empresa privada,100 a 500,1 ano,0
0.92,18,6.0,Feminino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,10 a 49,1 ano,0
0.579,9,7.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.92,26,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,0
0.698,131,13.0,Masculino,Sem experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Nunca,0
0.92,117,1.0,Outro,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,Artes,Desconhecido,Desconhecido,Nunca,0
0.866,64,9.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.92,3,9.0,Desconhecido,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,1000 a 4999,2 anos,0
0.925,292,13.0,Masculino,Sem experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,100 a 500,1 ano,0
0.91,3,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,12,15.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.939,145,13.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
